Air Pollution Score,City MPG,Cmb MPG,Cyl,Displ,Drive,Fuel,Greenhouse Gas Score,Hwy MPG,Model,SmartWay,Stnd,Trans,Underhood ID,Veh Class,Year
6.0,18.0,21.0,6.0,3.8,2WD,Gasoline,5.0,25.0,PORSCHE 911 Carrera S Cabriolet,No,L2,Man-6,APRXV03.8CDI,small car,2010
6.0,19.0,22.0,6.0,3.8,2WD,Gasoline,6.0,26.0,PORSCHE 911 Carrera S Cabriolet,No,L2,Auto-7,APRXV03.8CDI,small car,2010
6.0,14.0,16.0,6.0,3.8,2WD,Gasoline,3.0,21.0,PORSCHE 911 GT3,No,B5,Man-6,APRXV03.8GT3,small car,2010
6.0,14.0,16.0,6.0,3.8,2WD,Gasoline,3.0,21.0,PORSCHE 911 GT3,No,L2,Man-6,APRXV03.8GT3,small car,2010
6.0,14.0,16.0,6.0,3.8,2WD,Gasoline,3.0,20.0,PORSCHE 911 GT3 RS,No,B5,Man-6,APRXV03.8GT3,small car,2010
6.0,14.0,16.0,6.0,3.8,2WD,Gasoline,3.0,20.0,PORSCHE 911 GT3 RS,No,L2,Man-6,APRXV03.8GT3,small car,2010
6.0,16.0,19.0,6.0,3.8,2WD,Gasoline,4.0,24.0,PORSCHE 911 Turbo,No,B5,Man-6,APRXV03.8TDI,small car,2010
6.0,17.0,19.0,6.0,3.8,2WD,Gasoline,4.0,25.0,PORSCHE 911 Turbo,No,B5,Auto-7,APRXV03.8TDI,small car,2010
6.0,16.0,19.0,6.0,3.8,2WD,Gasoline,4.0,24.0,PORSCHE 911 Turbo,No,L2,Man-6,APRXV03.8TDI,small car,2010
6.0,17.0,19.0,6.0,3.8,2WD,Gasoline,4.0,25.0,PORSCHE 911 Turbo,No,L2,Auto-7,APRXV03.8TDI,small car,2010
6.0,16.0,19.0,6.0,3.8,2WD,Gasoline,4.0,24.0,PORSCHE 911 Turbo Cabriolet,No,B5,Auto-7,APRXV03.8TDI,small car,2010
6.0,16.0,19.0,6.0,3.8,2WD,Gasoline,4.0,24.0,PORSCHE 911 Turbo Cabriolet,No,B5,Man-6,APRXV03.8TDI,small car,2010
6.0,16.0,19.0,6.0,3.8,2WD,Gasoline,4.0,24.0,PORSCHE 911 Turbo Cabriolet,No,L2,Auto-7,APRXV03.8TDI,small car,2010
6.0,16.0,19.0,6.0,3.8,2WD,Gasoline,4.0,24.0,PORSCHE 911 Turbo Cabriolet,No,L2,Man-6,APRXV03.8TDI,small car,2010
6.0,16.0,19.0,6.0,3.8,2WD,Gasoline,4.0,24.0,PORSCHE 911 Turbo S Cabriolet,No,B5,Auto-7,APRXV03.8TDI,small car,2010
6.0,16.0,19.0,6.0,3.8,2WD,Gasoline,4.0,24.0,PORSCHE 911 Turbo S Cabriolet,No,L2,Auto-7,APRXV03.8TDI,small car,2010
6.0,17.0,19.0,6.0,3.8,2WD,Gasoline,4.0,25.0,PORSCHE 911 Turbo S Coupe,No,B5,Auto-7,APRXV03.8TDI,small car,2010
6.0,17.0,19.0,6.0,3.8,2WD,Gasoline,4.0,25.0,PORSCHE 911 Turbo S Coupe,No,L2,Auto-7,APRXV03.8TDI,small car,2010
7.0,19.0,22.0,6.0,2.9,2WD,Gasoline,6.0,27.0,PORSCHE Boxster,Yes,U2,Man-6,APRXV02.9BMI,small car,2010
7.0,20.0,24.0,6.0,2.9,2WD,Gasoline,7.0,29.0,PORSCHE Boxster,Yes,U2,Auto-7,APRXV02.9BMI,small car,2010
6.0,19.0,22.0,6.0,2.9,2WD,Gasoline,6.0,27.0,PORSCHE Boxster,No,B5,Man-6,APRXV02.9BMI,small car,2010
6.0,20.0,24.0,6.0,2.9,2WD,Gasoline,7.0,29.0,PORSCHE Boxster,Yes,B5,Auto-7,APRXV02.9BMI,small car,2010
7.0,19.0,22.0,6.0,3.4,2WD,Gasoline,6.0,26.0,PORSCHE Boxster S,Yes,U2,Man-6,APRXV03.4BDI,small car,2010
7.0,20.0,23.0,6.0,3.4,2WD,Gasoline,6.0,29.0,PORSCHE Boxster S,Yes,U2,Auto-7,APRXV03.4BDI,small car,2010
6.0,19.0,22.0,6.0,3.4,2WD,Gasoline,6.0,26.0,PORSCHE Boxster S,No,B5,Man-6,APRXV03.4BDI,small car,2010
6.0,20.0,23.0,6.0,3.4,2WD,Gasoline,6.0,29.0,PORSCHE Boxster S,No,B5,Auto-7,APRXV03.4BDI,small car,2010
6.0,14.0,16.0,6.0,3.6,4WD,Gasoline,3.0,20.0,PORSCHE Cayenne,No,B5,Man-6,APRXT03.66ED,SUV,2010
6.0,14.0,16.0,6.0,3.6,4WD,Gasoline,3.0,20.0,PORSCHE Cayenne,No,B5,Auto-6,APRXT03.66ED,SUV,2010
6.0,14.0,16.0,6.0,3.6,4WD,Gasoline,3.0,20.0,PORSCHE Cayenne,No,L2,Man-6,APRXT03.66ED,SUV,2010
6.0,14.0,16.0,6.0,3.6,4WD,Gasoline,3.0,20.0,PORSCHE Cayenne,No,L2,Auto-6,APRXT03.66ED,SUV,2010
7.0,11.0,13.0,8.0,4.8,4WD,Gasoline,0.0,17.0,PORSCHE Cayenne GTS,No,U2,Man-6,APRXT04.8SED,SUV,2010
7.0,13.0,15.0,8.0,4.8,4WD,Gasoline,2.0,18.0,PORSCHE Cayenne GTS,No,U2,Auto-6,APRXT04.8SED,SUV,2010
6.0,11.0,13.0,8.0,4.8,4WD,Gasoline,0.0,17.0,PORSCHE Cayenne GTS,No,B5,Man-6,APRXT04.8SED,SUV,2010
6.0,13.0,15.0,8.0,4.8,4WD,Gasoline,2.0,18.0,PORSCHE Cayenne GTS,No,B5,Auto-6,APRXT04.8SED,SUV,2010
7.0,13.0,15.0,8.0,4.8,4WD,Gasoline,2.0,19.0,PORSCHE Cayenne S,No,U2,Auto-6,APRXT04.8SED,SUV,2010
6.0,13.0,15.0,8.0,4.8,4WD,Gasoline,2.0,19.0,PORSCHE Cayenne S,No,B5,Auto-6,APRXT04.8SED,SUV,2010
7.0,11.0,13.0,8.0,4.8,4WD,Gasoline,0.0,17.0,PORSCHE Cayenne TransSiberia,No,U2,Man-6,APRXT04.8SED,SUV,2010
7.0,13.0,15.0,8.0,4.8,4WD,Gasoline,2.0,19.0,PORSCHE Cayenne TransSiberia,No,U2,Auto-6,APRXT04.8SED,SUV,2010
6.0,11.0,13.0,8.0,4.8,4WD,Gasoline,0.0,17.0,PORSCHE Cayenne TransSiberia,No,B5,Man-6,APRXT04.8SED,SUV,2010
6.0,13.0,15.0,8.0,4.8,4WD,Gasoline,2.0,19.0,PORSCHE Cayenne TransSiberia,No,B5,Auto-6,APRXT04.8SED,SUV,2010
6.0,12.0,14.0,8.0,4.8,4WD,Gasoline,1.0,19.0,PORSCHE Cayenne Turbo,No,B5,Auto-6,APRXT04.8TED,SUV,2010
6.0,12.0,14.0,8.0,4.8,4WD,Gasoline,1.0,19.0,PORSCHE Cayenne Turbo,No,L2,Auto-6,APRXT04.8TED,SUV,2010
6.0,12.0,14.0,8.0,4.8,4WD,Gasoline,1.0,19.0,PORSCHE Cayenne Turbo S,No,B5,Auto-6,APRXT04.8TED,SUV,2010
6.0,12.0,14.0,8.0,4.8,4WD,Gasoline,1.0,19.0,PORSCHE Cayenne Turbo S,No,L2,Auto-6,APRXT04.8TED,SUV,2010
7.0,19.0,22.0,6.0,2.9,2WD,Gasoline,6.0,27.0,PORSCHE Cayman,Yes,U2,Man-6,APRXV02.9BMI,small car,2010
7.0,20.0,24.0,6.0,2.9,2WD,Gasoline,7.0,29.0,PORSCHE Cayman,Yes,U2,Auto-7,APRXV02.9BMI,small car,2010
6.0,19.0,22.0,6.0,2.9,2WD,Gasoline,6.0,27.0,PORSCHE Cayman,No,B5,Man-6,APRXV02.9BMI,small car,2010
6.0,20.0,24.0,6.0,2.9,2WD,Gasoline,7.0,29.0,PORSCHE Cayman,Yes,B5,Auto-7,APRXV02.9BMI,small car,2010
7.0,19.0,22.0,6.0,3.4,2WD,Gasoline,6.0,26.0,PORSCHE Cayman S,Yes,U2,Man-6,APRXV03.4BDI,small car,2010
7.0,20.0,23.0,6.0,3.4,2WD,Gasoline,6.0,29.0,PORSCHE Cayman S,Yes,U2,Auto-7,APRXV03.4BDI,small car,2010
6.0,19.0,22.0,6.0,3.4,2WD,Gasoline,6.0,26.0,PORSCHE Cayman S,No,B5,Man-6,APRXV03.4BDI,small car,2010
6.0,20.0,23.0,6.0,3.4,2WD,Gasoline,6.0,29.0,PORSCHE Cayman S,No,B5,Auto-7,APRXV03.4BDI,small car,2010
7.0,16.0,19.0,8.0,4.8,4WD,Gasoline,4.0,24.0,PORSCHE Panamera 4S,No,U2,Auto-7,APRXV04.8PSD,large car,2010
6.0,16.0,19.0,8.0,4.8,4WD,Gasoline,4.0,24.0,PORSCHE Panamera 4S,No,B5,Auto-7,APRXV04.8PSD,large car,2010
7.0,16.0,19.0,8.0,4.8,2WD,Gasoline,4.0,24.0,PORSCHE Panamera S,No,U2,Auto-7,APRXV04.8PSD,large car,2010
6.0,16.0,19.0,8.0,4.8,2WD,Gasoline,4.0,24.0,PORSCHE Panamera S,No,B5,Auto-7,APRXV04.8PSD,large car,2010
6.0,15.0,18.0,8.0,4.8,4WD,Gasoline,4.0,23.0,PORSCHE Panamera Turbo,No,B5,Auto-7,APRXV04.8PTD,large car,2010
6.0,15.0,18.0,8.0,4.8,4WD,Gasoline,4.0,23.0,PORSCHE Panamera Turbo,No,L2,Auto-7,APRXV04.8PTD,large car,2010
7.0,13.0,15.0,12.0,6.6,2WD,Gasoline,2.0,20.0,ROLLS-ROYCE Ghost,No,U2,SemiAuto-8,ARRGV06.6N74,large car,2010
6.0,13.0,15.0,12.0,6.6,2WD,Gasoline,2.0,20.0,ROLLS-ROYCE Ghost,No,B5,SemiAuto-8,ARRGV06.6N74,large car,2010
6.0,11.0,14.0,12.0,6.7,2WD,Gasoline,1.0,18.0,ROLLS-ROYCE Phantom,No,B5,SemiAuto-6,ARRGV06.7LE2,midsize car,2010
6.0,11.0,14.0,12.0,6.7,2WD,Gasoline,1.0,18.0,ROLLS-ROYCE Phantom,No,L2,SemiAuto-6,ARRGV06.7LE2,midsize car,2010
6.0,11.0,14.0,12.0,6.7,2WD,Gasoline,1.0,18.0,ROLLS-ROYCE Phantom Coupe,No,B5,SemiAuto-6,ARRGV06.7LE2,small car,2010
6.0,11.0,14.0,12.0,6.7,2WD,Gasoline,1.0,18.0,ROLLS-ROYCE Phantom Coupe,No,L2,SemiAuto-6,ARRGV06.7LE2,small car,2010
6.0,11.0,14.0,12.0,6.7,2WD,Gasoline,1.0,18.0,ROLLS-ROYCE Phantom Drophead Coupe,No,B5,SemiAuto-6,ARRGV06.7LE2,small car,2010
6.0,11.0,14.0,12.0,6.7,2WD,Gasoline,1.0,18.0,ROLLS-ROYCE Phantom Drophead Coupe,No,L2,SemiAuto-6,ARRGV06.7LE2,small car,2010
6.0,11.0,14.0,12.0,6.7,2WD,Gasoline,1.0,18.0,ROLLS-ROYCE Phantom EWB,No,B5,SemiAuto-6,ARRGV06.7LE2,large car,2010
6.0,11.0,14.0,12.0,6.7,2WD,Gasoline,1.0,18.0,ROLLS-ROYCE Phantom EWB,No,L2,SemiAuto-6,ARRGV06.7LE2,large car,2010
7.0,14.0,17.0,8.0,4.6,2WD,Gasoline,3.0,21.0,ROUSH Stage 3 Mustang,No,B4,Auto-5,ARIIV04.6VDM,small car,2010
7.0,15.0,18.0,8.0,4.6,2WD,Gasoline,4.0,23.0,ROUSH Stage 3 Mustang,No,B4,Man-5,ARIIV04.6VDM,small car,2010
6.0,17.0,21.0,4.0,2.0,4WD,Gasoline,5.0,27.0,SAAB 9-3,No,B5,SemiAuto-6,AGMXV02.0004,small car,2010
6.0,20.0,23.0,4.0,2.0,4WD,Gasoline,6.0,29.0,SAAB 9-3,No,B5,Man-6,AGMXV02.0004,small car,2010
6.0,17.0,21.0,4.0,2.0,4WD,Gasoline,5.0,27.0,SAAB 9-3,No,L2,SemiAuto-6,AGMXV02.0004,small car,2010
6.0,20.0,23.0,4.0,2.0,4WD,Gasoline,6.0,29.0,SAAB 9-3,No,L2,Man-6,AGMXV02.0004,small car,2010
6.0,19.0,22.0,4.0,2.0,2WD,Gasoline,6.0,27.0,SAAB 9-3 Convertible,No,B5,SemiAuto-5,AGMXV02.0004,small car,2010
6.0,20.0,23.0,4.0,2.0,2WD,Gasoline,6.0,29.0,SAAB 9-3 Convertible,No,B5,Man-6,AGMXV02.0004,small car,2010
6.0,19.0,22.0,4.0,2.0,2WD,Gasoline,6.0,27.0,SAAB 9-3 Convertible,No,L2,SemiAuto-5,AGMXV02.0004,small car,2010
6.0,20.0,23.0,4.0,2.0,2WD,Gasoline,6.0,29.0,SAAB 9-3 Convertible,No,L2,Man-6,AGMXV02.0004,small car,2010
6.0,19.0,22.0,4.0,2.0,2WD,Gasoline,6.0,28.0,SAAB 9-3 Sport Sedan,No,B5,SemiAuto-5,AGMXV02.0004,small car,2010
6.0,21.0,24.0,4.0,2.0,2WD,Gasoline,7.0,31.0,SAAB 9-3 Sport Sedan,Yes,B5,Man-6,AGMXV02.0004,small car,2010
6.0,19.0,22.0,4.0,2.0,2WD,Gasoline,6.0,28.0,SAAB 9-3 Sport Sedan,No,L2,SemiAuto-5,AGMXV02.0004,small car,2010
6.0,21.0,24.0,4.0,2.0,2WD,Gasoline,7.0,31.0,SAAB 9-3 Sport Sedan,Yes,L2,Man-6,AGMXV02.0004,small car,2010
6.0,19.0,22.0,4.0,2.0,2WD,Gasoline,6.0,27.0,SAAB 9-3 Sportcombi,No,B5,SemiAuto-5,AGMXV02.0004,station wagon,2010
6.0,21.0,24.0,4.0,2.0,2WD,Gasoline,7.0,31.0,SAAB 9-3 Sportcombi,Yes,B5,Man-6,AGMXV02.0004,station wagon,2010
6.0,19.0,22.0,4.0,2.0,2WD,Gasoline,6.0,27.0,SAAB 9-3 Sportcombi,No,L2,SemiAuto-5,AGMXV02.0004,station wagon,2010
6.0,21.0,24.0,4.0,2.0,2WD,Gasoline,7.0,31.0,SAAB 9-3 Sportcombi,Yes,L2,Man-6,AGMXV02.0004,station wagon,2010
6.0,17.0,21.0,4.0,2.0,4WD,Gasoline,5.0,27.0,SAAB 9-3X Sportcombi,No,B5,SemiAuto-6,AGMXV02.0004,station wagon,2010
6.0,19.0,22.0,4.0,2.0,4WD,Gasoline,6.0,27.0,SAAB 9-3X Sportcombi,No,B5,SemiAuto-5,AGMXV02.0004,station wagon,2010
6.0,20.0,23.0,4.0,2.0,4WD,Gasoline,6.0,29.0,SAAB 9-3X Sportcombi,No,B5,Man-6,AGMXV02.0004,station wagon,2010
6.0,17.0,21.0,4.0,2.0,4WD,Gasoline,5.0,27.0,SAAB 9-3X Sportcombi,No,L2,SemiAuto-6,AGMXV02.0004,station wagon,2010
6.0,19.0,22.0,4.0,2.0,4WD,Gasoline,6.0,27.0,SAAB 9-3X Sportcombi,No,L2,SemiAuto-5,AGMXV02.0004,station wagon,2010
6.0,20.0,23.0,4.0,2.0,4WD,Gasoline,6.0,29.0,SAAB 9-3X Sportcombi,No,L2,Man-6,AGMXV02.0004,station wagon,2010
6.0,16.0,20.0,6.0,2.8,4WD,Gasoline,5.0,27.0,SAAB 9-5,No,B5,SemiAuto-6,AGMXJ02.8161,midsize car,2010
6.0,16.0,20.0,6.0,2.8,4WD,Gasoline,5.0,27.0,SAAB 9-5,No,L2,SemiAuto-6,AGMXJ02.8161,midsize car,2010
7.0,18.0,21.0,4.0,2.4,2WD,Ethanol/Gas,5.0,25.0,SATURN Aura,Yes,B4,SemiAuto-6,AGMXV02.4033,midsize car,2010
6.0,22.0,26.0,4.0,2.4,2WD,Gasoline,7.0,33.0,SATURN Aura,Yes,B5,SemiAuto-6,AGMXV02.4027,midsize car,2010
6.0,22.0,26.0,4.0,2.4,2WD,Gasoline,7.0,33.0,SATURN Aura,Yes,L2,SemiAuto-6,AGMXV02.4027,midsize car,2010
6.0,17.0,20.0,6.0,3.6,2WD,Gasoline,5.0,26.0,SATURN Aura,No,B5,SemiAuto-6,AGMXJ03.9142,midsize car,2010
6.0,17.0,20.0,6.0,3.6,2WD,Gasoline,5.0,26.0,SATURN Aura,No,L2,SemiAuto-6,AGMXJ03.9142,midsize car,2010
6.0,26.0,29.0,4.0,2.4,2WD,Gasoline,8.0,34.0,SATURN Aura Hybrid,Yes,B5,Auto-4,AGMXV02.4040,midsize car,2010
6.0,26.0,29.0,4.0,2.4,2WD,Gasoline,8.0,34.0,SATURN Aura Hybrid,Yes,L2,Auto-4,AGMXV02.4040,midsize car,2010
7.0,17.0,19.0,6.0,3.6,2WD,Gasoline,4.0,24.0,SATURN Outlook,No,U2,Auto-6,AGMXJ03.6151,SUV,2010
7.0,16.0,19.0,6.0,3.6,4WD,Gasoline,4.0,23.0,SATURN Outlook,No,U2,Auto-6,AGMXJ03.6151,SUV,2010
6.0,17.0,19.0,6.0,3.6,2WD,Gasoline,4.0,24.0,SATURN Outlook,No,B5,Auto-6,AGMXJ03.6151,SUV,2010
6.0,16.0,19.0,6.0,3.6,4WD,Gasoline,4.0,23.0,SATURN Outlook,No,B5,Auto-6,AGMXJ03.6151,SUV,2010
6.0,19.0,22.0,4.0,2.0,2WD,Gasoline,6.0,27.0,SATURN Sky,No,B5,Auto-5,AGMXV02.0020,small car,2010
6.0,19.0,23.0,4.0,2.0,2WD,Gasoline,6.0,29.0,SATURN Sky,No,B5,Man-5,AGMXV02.0020,small car,2010
6.0,19.0,22.0,4.0,2.0,2WD,Gasoline,6.0,27.0,SATURN Sky,No,L2,Auto-5,AGMXV02.0020,small car,2010
6.0,19.0,23.0,4.0,2.0,2WD,Gasoline,6.0,29.0,SATURN Sky,No,L2,Man-5,AGMXV02.0020,small car,2010
6.0,19.0,21.0,4.0,2.4,2WD,Gasoline,5.0,24.0,SATURN Sky,No,B5,Auto-5,AGMXV02.4031,small car,2010
6.0,19.0,22.0,4.0,2.4,2WD,Gasoline,6.0,26.0,SATURN Sky,No,B5,Man-5,AGMXV02.4031,small car,2010
6.0,19.0,21.0,4.0,2.4,2WD,Gasoline,5.0,24.0,SATURN Sky,No,L2,Auto-5,AGMXV02.4031,small car,2010
6.0,19.0,22.0,4.0,2.4,2WD,Gasoline,6.0,26.0,SATURN Sky,No,L2,Man-5,AGMXV02.4031,small car,2010
7.0,19.0,22.0,4.0,2.4,2WD,Gasoline,6.0,26.0,SATURN Vue,Yes,B4,Auto-4,AGMXT02.4124,SUV,2010
6.0,16.0,19.0,6.0,3.5,4WD,Gasoline,4.0,23.0,SATURN Vue,No,B5,Auto-6,AGMXJ03.9142,SUV,2010
6.0,16.0,19.0,6.0,3.5,4WD,Gasoline,4.0,23.0,SATURN Vue,No,L2,Auto-6,AGMXJ03.9142,SUV,2010
6.0,17.0,19.0,6.0,3.6,2WD,Gasoline,4.0,24.0,SATURN Vue,No,B5,Auto-6,AGMXJ03.9142,SUV,2010
6.0,17.0,19.0,6.0,3.6,2WD,Gasoline,4.0,24.0,SATURN Vue,No,B5,SemiAuto-6,AGMXJ03.9142,SUV,2010
6.0,16.0,19.0,6.0,3.6,4WD,Gasoline,4.0,23.0,SATURN Vue,No,B5,SemiAuto-6,AGMXJ03.9142,SUV,2010
6.0,16.0,19.0,6.0,3.6,4WD,Gasoline,4.0,23.0,SATURN Vue,No,B5,Auto-6,AGMXJ03.9142,SUV,2010
6.0,17.0,19.0,6.0,3.6,2WD,Gasoline,4.0,24.0,SATURN Vue,No,L2,Auto-6,AGMXJ03.9142,SUV,2010
6.0,17.0,19.0,6.0,3.6,2WD,Gasoline,4.0,24.0,SATURN Vue,No,L2,SemiAuto-6,AGMXJ03.9142,SUV,2010
6.0,16.0,19.0,6.0,3.6,4WD,Gasoline,4.0,23.0,SATURN Vue,No,L2,SemiAuto-6,AGMXJ03.9142,SUV,2010
6.0,16.0,19.0,6.0,3.6,4WD,Gasoline,4.0,23.0,SATURN Vue,No,L2,Auto-6,AGMXJ03.9142,SUV,2010
7.0,25.0,28.0,4.0,2.4,2WD,Gasoline,8.0,32.0,SATURN Vue Hybrid,Yes,B4,Auto-4,AGMXT02.4135,SUV,2010
7.0,33.0,36.0,3.0,1.0,2WD,Gasoline,9.0,41.0,SMART ForTwo Cabriolet,Yes,U2,AutoMan-5,AMBXV01.0U2A,small car,2010
6.0,33.0,36.0,3.0,1.0,2WD,Gasoline,9.0,41.0,SMART ForTwo Cabriolet,Yes,B5,AutoMan-5,AMBXV01.0U2A,small car,2010
7.0,33.0,36.0,3.0,1.0,2WD,Gasoline,9.0,41.0,SMART ForTwo Coupe,Yes,U2,AutoMan-5,AMBXV01.0U2A,small car,2010
6.0,33.0,36.0,3.0,1.0,2WD,Gasoline,9.0,41.0,SMART ForTwo Coupe,Yes,B5,AutoMan-5,AMBXV01.0U2A,small car,2010
9.5,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,26.0,SUBARU Forester,Yes,S2,SemiAuto-4,AFJXJ02.5NVD,SUV,2010
9.5,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Forester,Yes,S2,Man-5,AFJXJ02.5NVD,SUV,2010
7.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,26.0,SUBARU Forester,Yes,B4,SemiAuto-4,AFJXJ02.5NVD,SUV,2010
7.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Forester,Yes,B4,Man-5,AFJXJ02.5NVD,SUV,2010
6.0,19.0,21.0,4.0,2.5,4WD,Gasoline,5.0,24.0,SUBARU Forester,No,B5,SemiAuto-4,AFJXJ02.5PHL,SUV,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,26.0,SUBARU Forester,No,B5,SemiAuto-4,AFJXJ02.5MXG,SUV,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Forester,No,B5,Man-5,AFJXJ02.5MXG,SUV,2010
6.0,19.0,21.0,4.0,2.5,4WD,Gasoline,5.0,24.0,SUBARU Forester,No,L2,SemiAuto-4,AFJXJ02.5PHL,SUV,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,26.0,SUBARU Forester,No,L2,SemiAuto-4,AFJXJ02.5MXG,SUV,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Forester,No,L2,Man-5,AFJXJ02.5MXG,SUV,2010
6.0,18.0,21.0,4.0,2.5,4WD,Gasoline,5.0,25.0,SUBARU Impreza,No,B5,Man-5,AFJXJ02.5PHL,small car,2010
6.0,19.0,21.0,4.0,2.5,4WD,Gasoline,5.0,24.0,SUBARU Impreza,No,B5,SemiAuto-4,AFJXJ02.5PHL,small car,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,26.0,SUBARU Impreza,No,B5,SemiAuto-4,AFJXJ02.5MXG,small car,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Impreza,No,B5,Man-5,AFJXJ02.5MXG,small car,2010
6.0,18.0,21.0,4.0,2.5,4WD,Gasoline,5.0,25.0,SUBARU Impreza,No,L2,Man-5,AFJXJ02.5PHL,small car,2010
6.0,19.0,21.0,4.0,2.5,4WD,Gasoline,5.0,24.0,SUBARU Impreza,No,L2,SemiAuto-4,AFJXJ02.5PHL,small car,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,26.0,SUBARU Impreza,No,L2,SemiAuto-4,AFJXJ02.5MXG,small car,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Impreza,No,L2,Man-5,AFJXJ02.5MXG,small car,2010
6.0,17.0,19.0,4.0,2.5,4WD,Gasoline,4.0,23.0,SUBARU Impreza Wagon/Outback Sport,No,B5,Man-6,AFJXJ02.5PHL,station wagon,2010
6.0,18.0,21.0,4.0,2.5,4WD,Gasoline,5.0,25.0,SUBARU Impreza Wagon/Outback Sport,No,B5,Man-5,AFJXJ02.5PHL,station wagon,2010
6.0,19.0,21.0,4.0,2.5,4WD,Gasoline,5.0,24.0,SUBARU Impreza Wagon/Outback Sport,No,B5,SemiAuto-4,AFJXJ02.5PHL,station wagon,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,26.0,SUBARU Impreza Wagon/Outback Sport,No,B5,SemiAuto-4,AFJXJ02.5MXG,station wagon,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Impreza Wagon/Outback Sport,No,B5,Man-5,AFJXJ02.5MXG,station wagon,2010
6.0,17.0,19.0,4.0,2.5,4WD,Gasoline,4.0,23.0,SUBARU Impreza Wagon/Outback Sport,No,L2,Man-6,AFJXJ02.5PHL,station wagon,2010
6.0,18.0,21.0,4.0,2.5,4WD,Gasoline,5.0,25.0,SUBARU Impreza Wagon/Outback Sport,No,L2,Man-5,AFJXJ02.5PHL,station wagon,2010
6.0,19.0,21.0,4.0,2.5,4WD,Gasoline,5.0,24.0,SUBARU Impreza Wagon/Outback Sport,No,L2,SemiAuto-4,AFJXJ02.5PHL,station wagon,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,26.0,SUBARU Impreza Wagon/Outback Sport,No,L2,SemiAuto-4,AFJXJ02.5MXG,station wagon,2010
6.0,20.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Impreza Wagon/Outback Sport,No,L2,Man-5,AFJXJ02.5MXG,station wagon,2010
9.5,23.0,26.0,4.0,2.5,4WD,Gasoline,7.0,31.0,SUBARU Legacy,Yes,S2,CVT,AFJXJ02.5NVD,midsize car,2010
7.0,23.0,26.0,4.0,2.5,4WD,Gasoline,7.0,31.0,SUBARU Legacy,Yes,B4,CVT,AFJXJ02.5NVD,midsize car,2010
7.0,18.0,20.0,6.0,3.6,4WD,Gasoline,5.0,25.0,SUBARU Legacy,No,U2,SemiAuto-5,AFJXJ03.6WFJ,midsize car,2010
6.0,18.0,21.0,4.0,2.5,4WD,Gasoline,5.0,25.0,SUBARU Legacy,No,B5,Man-6,AFJXJ02.5PHL,midsize car,2010
6.0,19.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Legacy,No,B5,Man-6,AFJXJ02.5MXG,midsize car,2010
6.0,23.0,26.0,4.0,2.5,4WD,Gasoline,7.0,31.0,SUBARU Legacy,Yes,B5,CVT,AFJXJ02.5MXG,midsize car,2010
6.0,18.0,21.0,4.0,2.5,4WD,Gasoline,5.0,25.0,SUBARU Legacy,No,L2,Man-6,AFJXJ02.5PHL,midsize car,2010
6.0,19.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Legacy,No,L2,Man-6,AFJXJ02.5MXG,midsize car,2010
6.0,23.0,26.0,4.0,2.5,4WD,Gasoline,7.0,31.0,SUBARU Legacy,Yes,L2,CVT,AFJXJ02.5MXG,midsize car,2010
6.0,18.0,20.0,6.0,3.6,4WD,Gasoline,5.0,25.0,SUBARU Legacy,No,B5,SemiAuto-5,AFJXJ03.6TGK,midsize car,2010
6.0,18.0,20.0,6.0,3.6,4WD,Gasoline,5.0,25.0,SUBARU Legacy,No,B5,SemiAuto-5,AFJXJ03.6WFJ,midsize car,2010
6.0,18.0,20.0,6.0,3.6,4WD,Gasoline,5.0,25.0,SUBARU Legacy,No,L2,SemiAuto-5,AFJXJ03.6TGK,midsize car,2010
9.5,19.0,22.0,4.0,2.5,4WD,Gasoline,6.0,27.0,SUBARU Outback Wagon,Yes,S2,Man-6,AFJXJ02.5NVD,SUV,2010
9.5,22.0,24.0,4.0,2.5,4WD,Gasoline,7.0,29.0,SUBARU Outback Wagon,Yes,S2,CVT,AFJXJ02.5NVD,SUV,2010
