Air Pollution Score,City MPG,Cmb MPG,Cyl,Displ,Drive,Fuel,Greenhouse Gas Score,Hwy MPG,Model,SmartWay,Stnd,Trans,Underhood ID,Veh Class,Year
7.0,15.0,17.0,6.0,3.7,4WD,Gasoline,4.0,20.0,ACURA MDX,No,U2,Auto-S5,8HNXT03.7PKR,SUV,2008
6.0,15.0,17.0,6.0,3.7,4WD,Gasoline,4.0,20.0,ACURA MDX,No,B5,Auto-S5,8HNXT03.7PKR,SUV,2008
7.0,17.0,19.0,4.0,2.3,4WD,Gasoline,5.0,22.0,ACURA RDX,No,U2,Auto-S5,8HNXT02.3DKR,SUV,2008
6.0,17.0,19.0,4.0,2.3,4WD,Gasoline,5.0,22.0,ACURA RDX,No,B5,Auto-S5,8HNXT02.3DKR,SUV,2008
7.0,16.0,19.0,6.0,3.5,4WD,Gasoline,5.0,24.0,ACURA RL,No,U2,Auto-S5,8HNXV03.5HKR,midsize car,2008
6.0,16.0,19.0,6.0,3.5,4WD,Gasoline,5.0,24.0,ACURA RL,No,B5,Auto-S5,8HNXV03.5HKR,midsize car,2008
7.0,18.0,21.0,6.0,3.2,2WD,Gasoline,6.0,26.0,ACURA TL,Yes,U2,Auto-S5,8HNXV03.5HKR,midsize car,2008
7.0,17.0,20.0,6.0,3.5,2WD,Gasoline,6.0,26.0,ACURA TL,Yes,U2,Auto-S5,8HNXV03.5RKR,midsize car,2008
7.0,18.0,21.0,6.0,3.5,2WD,Gasoline,6.0,27.0,ACURA TL,Yes,U2,Man-6,8HNXV03.5RKR,midsize car,2008
6.0,18.0,21.0,6.0,3.2,2WD,Gasoline,6.0,26.0,ACURA TL,No,B5,Auto-S5,8HNXV03.5HKR,midsize car,2008
6.0,17.0,20.0,6.0,3.5,2WD,Gasoline,6.0,26.0,ACURA TL,No,B5,Auto-S5,8HNXV03.5RKR,midsize car,2008
6.0,18.0,21.0,6.0,3.5,2WD,Gasoline,6.0,27.0,ACURA TL,No,B5,Man-6,8HNXV03.5RKR,midsize car,2008
6.0,19.0,22.0,4.0,2.4,2WD,Gasoline,6.0,28.0,ACURA TSX,No,B5,Man-6,8HNXV02.4FKC,small car,2008
6.0,20.0,23.0,4.0,2.4,2WD,Gasoline,7.0,28.0,ACURA TSX,Yes,B5,Auto-S5,8HNXV02.4FKC,small car,2008
6.0,19.0,22.0,4.0,2.4,2WD,Gasoline,6.0,28.0,ACURA TSX,No,L2,Man-6,8HNXV02.4FKC,small car,2008
6.0,20.0,23.0,4.0,2.4,2WD,Gasoline,7.0,28.0,ACURA TSX,Yes,L2,Auto-S5,8HNXV02.4FKC,small car,2008
6.0,10.0,12.0,12.0,5.9,2WD,Gasoline,0.0,16.0,ASTON MARTIN DB9,No,B5,Man-6,8ASXV05.9803,small car,2008
6.0,11.0,13.0,12.0,5.9,2WD,Gasoline,1.0,18.0,ASTON MARTIN DB9,No,B5,Auto-S6,8ASXV05.9803,small car,2008
6.0,10.0,12.0,12.0,5.9,2WD,Gasoline,0.0,16.0,ASTON MARTIN DB9,No,L2,Man-6,8ASXV05.9803,small car,2008
6.0,11.0,13.0,12.0,5.9,2WD,Gasoline,1.0,18.0,ASTON MARTIN DB9,No,L2,Auto-S6,8ASXV05.9803,small car,2008
6.0,10.0,12.0,12.0,5.9,2WD,Gasoline,0.0,16.0,ASTON MARTIN DB9 Volante,No,B5,Man-6,8ASXV05.9803,small car,2008
6.0,11.0,13.0,12.0,5.9,2WD,Gasoline,1.0,17.0,ASTON MARTIN DB9 Volante,No,B5,Auto-S6,8ASXV05.9803,small car,2008
6.0,10.0,12.0,12.0,5.9,2WD,Gasoline,0.0,16.0,ASTON MARTIN DB9 Volante,No,L2,Man-6,8ASXV05.9803,small car,2008
6.0,11.0,13.0,12.0,5.9,2WD,Gasoline,1.0,17.0,ASTON MARTIN DB9 Volante,No,L2,Auto-S6,8ASXV05.9803,small car,2008
6.0,12.0,15.0,8.0,4.3,2WD,Gasoline,3.0,19.0,ASTON MARTIN V8 Vantage,No,B5,Man-6,8ASXV04.3305,small car,2008
6.0,13.0,15.0,8.0,4.3,2WD,Gasoline,3.0,20.0,ASTON MARTIN V8 Vantage,No,B5,Auto-S6,8ASXV04.3305,small car,2008
6.0,12.0,15.0,8.0,4.3,2WD,Gasoline,3.0,19.0,ASTON MARTIN V8 Vantage,No,L2,Man-6,8ASXV04.3305,small car,2008
6.0,13.0,15.0,8.0,4.3,2WD,Gasoline,3.0,20.0,ASTON MARTIN V8 Vantage,No,L2,Auto-S6,8ASXV04.3305,small car,2008
7.0,21.0,24.0,4.0,2.0,2WD,Gasoline,7.0,29.0,AUDI A3,Yes,U2,Man-6,8ADXV02.0366,station wagon,2008
7.0,22.0,25.0,4.0,2.0,2WD,Gasoline,7.0,29.0,AUDI A3,Yes,U2,Auto-S6,8ADXV02.0366,station wagon,2008
6.0,21.0,24.0,4.0,2.0,2WD,Gasoline,7.0,29.0,AUDI A3,Yes,B5,Man-6,8ADXV02.0366,station wagon,2008
6.0,22.0,25.0,4.0,2.0,2WD,Gasoline,7.0,29.0,AUDI A3,Yes,B5,Auto-S6,8ADXV02.0366,station wagon,2008
6.0,18.0,21.0,6.0,3.2,4WD,Gasoline,6.0,25.0,AUDI A3,No,B5,Auto-S6,8VWXV03.2535,station wagon,2008
6.0,18.0,21.0,6.0,3.2,4WD,Gasoline,6.0,25.0,AUDI A3,No,L2,Auto-S6,8VWXV03.2535,station wagon,2008
7.0,21.0,24.0,4.0,2.0,2WD,Gasoline,7.0,30.0,AUDI A4,Yes,U2,Auto-AV,8ADXV02.0352,small car,2008
6.0,21.0,24.0,4.0,2.0,2WD,Gasoline,7.0,30.0,AUDI A4,Yes,B5,Auto-AV,8ADXV02.0352,small car,2008
6.0,15.0,19.0,6.0,3.1,4WD,Gasoline,5.0,25.0,AUDI A4,No,B5,Man-6,8ADXV03.1374,small car,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A4,No,B5,Auto-S6,8ADXV03.1374,small car,2008
6.0,18.0,21.0,6.0,3.1,2WD,Gasoline,6.0,27.0,AUDI A4,No,B5,Auto-AV,8ADXV03.1374,small car,2008
6.0,15.0,19.0,6.0,3.1,4WD,Gasoline,5.0,25.0,AUDI A4,No,L2,Man-6,8ADXV03.1374,small car,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A4,No,L2,Auto-S6,8ADXV03.1374,small car,2008
6.0,18.0,21.0,6.0,3.1,2WD,Gasoline,6.0,27.0,AUDI A4,No,L2,Auto-AV,8ADXV03.1374,small car,2008
6.0,15.0,19.0,6.0,3.1,4WD,Gasoline,5.0,25.0,AUDI A4 Avant,No,B5,Man-6,8ADXV03.1374,station wagon,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A4 Avant,No,B5,Auto-S6,8ADXV03.1374,station wagon,2008
6.0,15.0,19.0,6.0,3.1,4WD,Gasoline,5.0,25.0,AUDI A4 Avant,No,L2,Man-6,8ADXV03.1374,station wagon,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A4 Avant,No,L2,Auto-S6,8ADXV03.1374,station wagon,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A4 Cabriolet,No,B5,Auto-S6,8ADXV03.1374,small car,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A4 Cabriolet,No,L2,Auto-S6,8ADXV03.1374,small car,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A6,No,B5,Auto-S6,8ADXV03.1374,midsize car,2008
6.0,18.0,21.0,6.0,3.1,2WD,Gasoline,6.0,27.0,AUDI A6,No,B5,Auto-AV,8ADXV03.1374,midsize car,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A6,No,L2,Auto-S6,8ADXV03.1374,midsize car,2008
6.0,18.0,21.0,6.0,3.1,2WD,Gasoline,6.0,27.0,AUDI A6,No,L2,Auto-AV,8ADXV03.1374,midsize car,2008
6.0,16.0,18.0,8.0,4.2,4WD,Gasoline,5.0,23.0,AUDI A6,No,B5,Auto-S6,8ADXV04.2365,midsize car,2008
6.0,16.0,18.0,8.0,4.2,4WD,Gasoline,5.0,23.0,AUDI A6,No,L2,Auto-S6,8ADXV04.2365,midsize car,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A6 Avant,No,B5,Auto-S6,8ADXV03.1374,station wagon,2008
6.0,17.0,20.0,6.0,3.1,4WD,Gasoline,6.0,25.0,AUDI A6 Avant,No,L2,Auto-S6,8ADXV03.1374,station wagon,2008
6.0,16.0,18.0,8.0,4.2,4WD,Gasoline,5.0,23.0,AUDI A8,No,B5,Auto-S6,8ADXV04.2365,midsize car,2008
6.0,16.0,18.0,8.0,4.2,4WD,Gasoline,5.0,23.0,AUDI A8,No,L2,Auto-S6,8ADXV04.2365,midsize car,2008
6.0,16.0,18.0,8.0,4.2,4WD,Gasoline,5.0,23.0,AUDI A8 L,No,B5,Auto-S6,8ADXV04.2365,large car,2008
6.0,16.0,18.0,8.0,4.2,4WD,Gasoline,5.0,23.0,AUDI A8 L,No,L2,Auto-S6,8ADXV04.2365,large car,2008
6.0,13.0,15.0,12.0,6.0,4WD,Gasoline,3.0,19.0,AUDI A8 L,No,B5,Auto-S6,8ADXV06.0359,large car,2008
6.0,13.0,15.0,12.0,6.0,4WD,Gasoline,3.0,19.0,AUDI A8 L,No,L2,Auto-S6,8ADXV06.0359,large car,2008
6.0,14.0,16.0,6.0,3.6,4WD,Gasoline,4.0,20.0,AUDI Q7,No,B5,Auto-S6,8VWXT03.6276,SUV,2008
6.0,14.0,16.0,6.0,3.6,4WD,Gasoline,4.0,20.0,AUDI Q7,No,L2,Auto-S6,8VWXT03.6276,SUV,2008
6.0,12.0,14.0,8.0,4.2,4WD,Gasoline,2.0,17.0,AUDI Q7,No,B5,Auto-S6,8ADXT04.2358,SUV,2008
6.0,12.0,14.0,8.0,4.2,4WD,Gasoline,2.0,17.0,AUDI Q7,No,L2,Auto-S6,8ADXT04.2358,SUV,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,19.0,AUDI R8,No,B5,Auto-S6,8ADXV04.2375,small car,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,20.0,AUDI R8,No,B5,Man-6,8ADXV04.2375,small car,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,19.0,AUDI R8,No,L2,Auto-S6,8ADXV04.2375,small car,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,20.0,AUDI R8,No,L2,Man-6,8ADXV04.2375,small car,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,20.0,AUDI RS4,No,B5,Man-6,8ADXV04.2375,small car,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,20.0,AUDI RS4,No,L2,Man-6,8ADXV04.2375,small car,2008
6.0,12.0,14.0,8.0,4.2,4WD,Gasoline,2.0,19.0,AUDI RS4 Cabriolet,No,B5,Man-6,8ADXV04.2375,small car,2008
6.0,12.0,14.0,8.0,4.2,4WD,Gasoline,2.0,19.0,AUDI RS4 Cabriolet,No,L2,Man-6,8ADXV04.2375,small car,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,20.0,AUDI S4,No,B5,Man-6,8ADXV04.2355,small car,2008
6.0,14.0,16.0,8.0,4.2,4WD,Gasoline,4.0,21.0,AUDI S4,No,B5,Auto-S6,8ADXV04.2355,small car,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,20.0,AUDI S4,No,L2,Man-6,8ADXV04.2355,small car,2008
6.0,14.0,16.0,8.0,4.2,4WD,Gasoline,4.0,21.0,AUDI S4,No,L2,Auto-S6,8ADXV04.2355,small car,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,20.0,AUDI S4 Avant,No,B5,Man-6,8ADXV04.2355,station wagon,2008
6.0,14.0,16.0,8.0,4.2,4WD,Gasoline,4.0,21.0,AUDI S4 Avant,No,B5,Auto-S6,8ADXV04.2355,station wagon,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,20.0,AUDI S4 Avant,No,L2,Man-6,8ADXV04.2355,station wagon,2008
6.0,14.0,16.0,8.0,4.2,4WD,Gasoline,4.0,21.0,AUDI S4 Avant,No,L2,Auto-S6,8ADXV04.2355,station wagon,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,19.0,AUDI S4 Cabriolet,No,B5,Man-6,8ADXV04.2355,small car,2008
6.0,14.0,16.0,8.0,4.2,4WD,Gasoline,4.0,21.0,AUDI S4 Cabriolet,No,B5,Auto-S6,8ADXV04.2355,small car,2008
6.0,13.0,15.0,8.0,4.2,4WD,Gasoline,3.0,19.0,AUDI S4 Cabriolet,No,L2,Man-6,8ADXV04.2355,small car,2008
6.0,14.0,16.0,8.0,4.2,4WD,Gasoline,4.0,21.0,AUDI S4 Cabriolet,No,L2,Auto-S6,8ADXV04.2355,small car,2008
6.0,14.0,16.0,8.0,4.2,4WD,Gasoline,4.0,21.0,AUDI S5,No,B5,Man-6,8ADXV04.2365,small car,2008
6.0,14.0,16.0,8.0,4.2,4WD,Gasoline,4.0,21.0,AUDI S5,No,L2,Man-6,8ADXV04.2365,small car,2008
6.0,14.0,16.0,10.0,5.2,4WD,Gasoline,4.0,19.0,AUDI S6,No,B5,Auto-S6,8ADXV05.2385,midsize car,2008
6.0,14.0,16.0,10.0,5.2,4WD,Gasoline,4.0,19.0,AUDI S6,No,L2,Auto-S6,8ADXV05.2385,midsize car,2008
6.0,13.0,15.0,10.0,5.2,4WD,Gasoline,3.0,19.0,AUDI S8,No,B5,Auto-S6,8ADXV05.2385,midsize car,2008
6.0,13.0,15.0,10.0,5.2,4WD,Gasoline,3.0,19.0,AUDI S8,No,L2,Auto-S6,8ADXV05.2385,midsize car,2008
7.0,23.0,26.0,4.0,2.0,2WD,Gasoline,8.0,31.0,AUDI TT Coupe,Yes,U2,Auto-S6,8ADXV02.0366,small car,2008
6.0,23.0,26.0,4.0,2.0,2WD,Gasoline,8.0,31.0,AUDI TT Coupe,Yes,B5,Auto-S6,8ADXV02.0366,small car,2008
6.0,17.0,19.0,6.0,3.2,4WD,Gasoline,5.0,24.0,AUDI TT Coupe,No,B5,Man-6,8VWXV03.2535,small car,2008
6.0,18.0,20.0,6.0,3.2,4WD,Gasoline,6.0,24.0,AUDI TT Coupe,No,B5,Auto-S6,8VWXV03.2535,small car,2008
6.0,17.0,19.0,6.0,3.2,4WD,Gasoline,5.0,24.0,AUDI TT Coupe,No,L2,Man-6,8VWXV03.2535,small car,2008
6.0,18.0,20.0,6.0,3.2,4WD,Gasoline,6.0,24.0,AUDI TT Coupe,No,L2,Auto-S6,8VWXV03.2535,small car,2008
7.0,22.0,25.0,4.0,2.0,2WD,Gasoline,7.0,29.0,AUDI TT Roadster,Yes,U2,Auto-S6,8ADXV02.0366,small car,2008
6.0,22.0,25.0,4.0,2.0,2WD,Gasoline,7.0,29.0,AUDI TT Roadster,Yes,B5,Auto-S6,8ADXV02.0366,small car,2008
6.0,17.0,19.0,6.0,3.2,4WD,Gasoline,5.0,24.0,AUDI TT Roadster,No,B5,Man-6,8VWXV03.2535,small car,2008
6.0,18.0,20.0,6.0,3.2,4WD,Gasoline,6.0,24.0,AUDI TT Roadster,No,B5,Auto-S6,8VWXV03.2535,small car,2008
6.0,17.0,19.0,6.0,3.2,4WD,Gasoline,5.0,24.0,AUDI TT Roadster,No,L2,Man-6,8VWXV03.2535,small car,2008
6.0,18.0,20.0,6.0,3.2,4WD,Gasoline,6.0,24.0,AUDI TT Roadster,No,L2,Auto-S6,8VWXV03.2535,small car,2008
6.0,9.0,11.0,8.0,6.7,2WD,Gasoline,0.0,15.0,BENTLEY Arnage,No,B5,Auto-S6,8BEXV06.7TTC,large car,2008
6.0,10.0,11.0,8.0,6.7,2WD,Gasoline,0.0,15.0,BENTLEY Arnage,No,B5,Auto-S6,8BEXV06.7TTC,midsize car,2008
6.0,9.0,11.0,8.0,6.7,2WD,Gasoline,0.0,15.0,BENTLEY Arnage,No,L2,Auto-S6,8BEXV06.7TTC,large car,2008
6.0,10.0,11.0,8.0,6.7,2WD,Gasoline,0.0,15.0,BENTLEY Arnage,No,L2,Auto-S6,8BEXV06.7TTC,midsize car,2008
6.0,9.0,11.0,8.0,6.7,2WD,Gasoline,0.0,15.0,BENTLEY Azure,No,B5,Auto-S6,8BEXV06.7TTC,small car,2008
6.0,9.0,11.0,8.0,6.7,2WD,Gasoline,0.0,15.0,BENTLEY Azure,No,L2,Auto-S6,8BEXV06.7TTC,small car,2008
6.0,10.0,12.0,12.0,6.0,4WD,Gasoline,0.0,17.0,BENTLEY Continental Flying Spur,No,B5,Auto-S6,8BEXV06.0501,midsize car,2008
6.0,10.0,12.0,12.0,6.0,4WD,Gasoline,0.0,17.0,BENTLEY Continental Flying Spur,No,L2,Auto-S6,8BEXV06.0501,midsize car,2008
6.0,10.0,13.0,12.0,6.0,4WD,Gasoline,1.0,17.0,BENTLEY Continental GT,No,B5,Auto-S6,8BEXV06.0501,small car,2008
6.0,10.0,13.0,12.0,6.0,4WD,Gasoline,1.0,17.0,BENTLEY Continental GT,No,L2,Auto-S6,8BEXV06.0501,small car,2008
6.0,10.0,12.0,12.0,6.0,4WD,Gasoline,0.0,17.0,BENTLEY Continental GTC,No,B5,Auto-S6,8BEXV06.0501,small car,2008
6.0,10.0,12.0,12.0,6.0,4WD,Gasoline,0.0,17.0,BENTLEY Continental GTC,No,L2,Auto-S6,8BEXV06.0501,small car,2008
9.5,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328ci,Yes,S2,Man-6,8BMXV03.0N51,small car,2008
9.5,23.0,25.0,6.0,3.0,2WD,Gasoline,7.0,31.0,BMW 328ci,Yes,S2,Auto-S6,8BMXV03.0N51,small car,2008
7.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328ci,Yes,U2,Man-6,8BMXB03.0N52,small car,2008
7.0,23.0,25.0,6.0,3.0,2WD,Gasoline,7.0,31.0,BMW 328ci,Yes,U2,Auto-S6,8BMXB03.0N52,small car,2008
6.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328ci,Yes,B5,Man-6,8BMXB03.0N52,small car,2008
6.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328ci,Yes,B5,Man-6,8BMXV03.0N51,small car,2008
6.0,23.0,25.0,6.0,3.0,2WD,Gasoline,7.0,31.0,BMW 328ci,Yes,B5,Auto-S6,8BMXB03.0N52,small car,2008
6.0,23.0,25.0,6.0,3.0,2WD,Gasoline,7.0,31.0,BMW 328ci,Yes,B5,Auto-S6,8BMXV03.0N51,small car,2008
9.5,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,29.0,BMW 328ci Convertible,Yes,S2,Man-6,8BMXV03.0N51,small car,2008
9.5,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328ci Convertible,Yes,S2,Auto-S6,8BMXV03.0N51,small car,2008
7.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,29.0,BMW 328ci Convertible,Yes,U2,Man-6,8BMXB03.0N52,small car,2008
7.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328ci Convertible,Yes,U2,Auto-S6,8BMXB03.0N52,small car,2008
6.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,29.0,BMW 328ci Convertible,No,B5,Man-6,8BMXB03.0N52,small car,2008
6.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,29.0,BMW 328ci Convertible,No,B5,Man-6,8BMXV03.0N51,small car,2008
6.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328ci Convertible,Yes,B5,Auto-S6,8BMXB03.0N52,small car,2008
6.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328ci Convertible,Yes,B5,Auto-S6,8BMXV03.0N51,small car,2008
9.5,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328cxi,Yes,S2,Auto-S6,8BMXV03.0N51,small car,2008
7.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,28.0,BMW 328cxi,Yes,U2,Man-6,8BMXB03.0N52,small car,2008
7.0,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328cxi,Yes,U2,Auto-S6,8BMXB03.0N52,small car,2008
6.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,28.0,BMW 328cxi,No,B5,Man-6,8BMXB03.0N52,small car,2008
6.0,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328cxi,Yes,B5,Auto-S6,8BMXB03.0N52,small car,2008
6.0,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328cxi,Yes,B5,Auto-S6,8BMXV03.0N51,small car,2008
9.5,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328i,Yes,S2,Man-6,8BMXV03.0N51,small car,2008
9.5,23.0,25.0,6.0,3.0,2WD,Gasoline,7.0,31.0,BMW 328i,Yes,S2,Auto-S6,8BMXV03.0N51,small car,2008
7.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328i,Yes,U2,Man-6,8BMXB03.0N52,small car,2008
7.0,23.0,25.0,6.0,3.0,2WD,Gasoline,7.0,31.0,BMW 328i,Yes,U2,Auto-S6,8BMXB03.0N52,small car,2008
6.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328i,Yes,B5,Man-6,8BMXB03.0N52,small car,2008
6.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 328i,Yes,B5,Man-6,8BMXV03.0N51,small car,2008
6.0,23.0,25.0,6.0,3.0,2WD,Gasoline,7.0,31.0,BMW 328i,Yes,B5,Auto-S6,8BMXB03.0N52,small car,2008
6.0,23.0,25.0,6.0,3.0,2WD,Gasoline,7.0,31.0,BMW 328i,Yes,B5,Auto-S6,8BMXV03.0N51,small car,2008
7.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,29.0,BMW 328i Sport Wagon,Yes,U2,Man-6,8BMXB03.0N52,station wagon,2008
6.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,29.0,BMW 328i Sport Wagon,No,B5,Man-6,8BMXB03.0N52,station wagon,2008
9.5,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328xi,Yes,S2,Auto-S6,8BMXV03.0N51,small car,2008
7.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,28.0,BMW 328xi,Yes,U2,Man-6,8BMXB03.0N52,small car,2008
7.0,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328xi,Yes,U2,Auto-S6,8BMXB03.0N52,small car,2008
6.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,28.0,BMW 328xi,No,B5,Man-6,8BMXB03.0N52,small car,2008
6.0,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328xi,Yes,B5,Auto-S6,8BMXB03.0N52,small car,2008
6.0,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328xi,Yes,B5,Auto-S6,8BMXV03.0N51,small car,2008
7.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,28.0,BMW 328xi Sport Wagon,Yes,U2,Man-6,8BMXB03.0N52,station wagon,2008
7.0,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328xi Sport Wagon,Yes,U2,Auto-S6,8BMXB03.0N52,station wagon,2008
6.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,28.0,BMW 328xi Sport Wagon,No,B5,Man-6,8BMXB03.0N52,station wagon,2008
6.0,20.0,23.0,6.0,3.0,4WD,Gasoline,7.0,27.0,BMW 328xi Sport Wagon,Yes,B5,Auto-S6,8BMXB03.0N52,station wagon,2008
6.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,28.0,BMW 335ci,No,B5,Man-6,8BMXV03.0N54,small car,2008
6.0,20.0,23.0,6.0,3.0,2WD,Gasoline,7.0,28.0,BMW 335ci,Yes,B5,Auto-S6,8BMXV03.0N54,small car,2008
6.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,28.0,BMW 335ci,No,L2,Man-6,8BMXV03.0N54,small car,2008
6.0,20.0,23.0,6.0,3.0,2WD,Gasoline,7.0,28.0,BMW 335ci,Yes,L2,Auto-S6,8BMXV03.0N54,small car,2008
6.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,28.0,BMW 335ci Convertible,No,B5,Man-6,8BMXV03.0N54,small car,2008
6.0,20.0,23.0,6.0,3.0,2WD,Gasoline,7.0,28.0,BMW 335ci Convertible,Yes,B5,Auto-S6,8BMXV03.0N54,small car,2008
6.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,28.0,BMW 335ci Convertible,No,L2,Man-6,8BMXV03.0N54,small car,2008
6.0,20.0,23.0,6.0,3.0,2WD,Gasoline,7.0,28.0,BMW 335ci Convertible,Yes,L2,Auto-S6,8BMXV03.0N54,small car,2008
6.0,18.0,21.0,6.0,3.0,4WD,Gasoline,6.0,27.0,BMW 335cxi,No,B5,Man-6,8BMXV03.0N54,small car,2008
6.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,27.0,BMW 335cxi,No,B5,Auto-S6,8BMXV03.0N54,small car,2008
6.0,18.0,21.0,6.0,3.0,4WD,Gasoline,6.0,27.0,BMW 335cxi,No,L2,Man-6,8BMXV03.0N54,small car,2008
6.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,27.0,BMW 335cxi,No,L2,Auto-S6,8BMXV03.0N54,small car,2008
6.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,28.0,BMW 335i,No,B5,Man-6,8BMXV03.0N54,small car,2008
6.0,20.0,23.0,6.0,3.0,2WD,Gasoline,7.0,28.0,BMW 335i,Yes,B5,Auto-S6,8BMXV03.0N54,small car,2008
6.0,19.0,22.0,6.0,3.0,2WD,Gasoline,6.0,28.0,BMW 335i,No,L2,Man-6,8BMXV03.0N54,small car,2008
6.0,20.0,23.0,6.0,3.0,2WD,Gasoline,7.0,28.0,BMW 335i,Yes,L2,Auto-S6,8BMXV03.0N54,small car,2008
6.0,18.0,21.0,6.0,3.0,4WD,Gasoline,6.0,27.0,BMW 335xi,No,B5,Man-6,8BMXV03.0N54,small car,2008
6.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,27.0,BMW 335xi,No,B5,Auto-S6,8BMXV03.0N54,small car,2008
6.0,18.0,21.0,6.0,3.0,4WD,Gasoline,6.0,27.0,BMW 335xi,No,L2,Man-6,8BMXV03.0N54,small car,2008
6.0,19.0,22.0,6.0,3.0,4WD,Gasoline,6.0,27.0,BMW 335xi,No,L2,Auto-S6,8BMXV03.0N54,small car,2008
7.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 528i,Yes,U2,Auto-S6,8BMXB03.0N52,midsize car,2008
7.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 528i,Yes,U2,Man-6,8BMXB03.0N52,midsize car,2008
6.0,20.0,24.0,6.0,3.0,2WD,Gasoline,7.0,30.0,BMW 528i,Yes,B5,Auto-S6,8BMXB03.0N52,midsize car,2008
